Water Body Name,City,Call Category,County,Date ID,Comments,Report Date,Call ID
Miami Lakes,Miami Lakes,Fish Kill,Miami-Dade,31707,Bass,3/17/2007,10061
Naples Beach - Ft Myers Beach,Naples,Fish Kill,Collier,31807,Shark,3/18/2007,10060
Big Sarasota Pass,Sarasota,Marine Mammal,Sarasota,31907,Turtle,3/19/2007,10062
Bonnie Rocks Lake,Deerfield Beach,Fish Kill,Broward,31907,Tilapia,3/19/2007,10065
Cape Sand Blas,Port St. Joe,Fish Kill,Gulf,31907,Mullet,3/19/2007,10066
Lake Yale,Leesburg,Abnormal Appearance,Lake,31907,Largemouth Bass,3/19/2007,10067
Josslyn Island - Pine Island Sound,Bokeelia,Marine Mammal,Lee,32107,Sea Turtle,3/21/2007,10069
Harborview Mobile Home Park,New Port Richey,Fish Kill,Pasco,32307,"Largemouth Bass, Sheepshead, Catfish",3/23/2007,10071
Harborview Mobile Home Park,New Port Richey,Fish Kill,Pasco,32307,"Largemouth Bass, Sheepshead, Catfish, Otter, Blue Heron",3/23/2007,10072
Fernandina Beach,Fernandina Beach,Abnormal Appearance,Nassau,32307,Not A Fish Kill,3/23/2007,10075
Crab Trap Restaurant Bridge,Palmetto,Crab Kill,Manatee,32507,Blue Crab,3/25/2007,10074
Easy Street Park,Sebastian,Mortality - Bird,Indian River,32607,Duck,3/26/2007,10076
East Bay,Panama City,Marine Mammal,Bay,32607,Bottlenose Dolphin,3/26/2007,10077
Unknown Location,Callaway,Marine Mammal,Bay,32707,Dolphin,3/27/2007,10078
Inperial River Boat Ramp,Bonita Springs,Crab Kill,Lee,32707,Blue Crab,3/27/2007,10079
Coquina Key,St Petersburg,Fish Kill,Pinellas,32907,Species Unknown,3/29/2007,10081
Lake Montgomery,Lake City,Fish Kill,Columbia,32907,Species Unknown,3/29/2007,10082
Hardy Lake,Sebastian,Fish Kill,Indian River,33007,Tilapia,3/30/2007,10083
Hudson Beach,Hudson Beach,Fish Kill,Pasco,33007,Species Unknown,3/30/2007,10084
Marco Island,Marco Island,Marine Mammal,Collier,33107,Manatee,3/31/2007,10145
Lake Cassie,Tallahassee,Fish Kill,Leon,40207,,4/2/2007,10085
Big Pass - St Marks River Entrance,Tallahassee,Fish Kill,Leon,40207,Mullet,4/2/2007,10086
Royal Palm Acres,Fort Lauderdale,Fish Kill,Broward,40207,Species Unknown,4/2/2007,10087
Northdale,Tampa,Fish Kill,Hillsborough,40207,"Tarpon, Bream, Catfish",4/2/2007,10088
Indian River,Rockledge,Fish Kill,Brevard,40207,Puffer,4/2/2007,10090
Northdale,Tampa,Fish Kill,Hillsborough,40207,Species Unknown,4/2/2007,10091
Bayou Grande,St Petersburg,Fish Kill,Pinellas,40207,Snook,4/2/2007,10092
Lake Evans,Deltona,Fish Kill,Volusia,40307,Species Unknown,4/3/2007,10093
IRL & Bananna River,Melbourne,Abnormal Appearance,Brevard,40307,Shrimp,4/3/2007,10101
Manatee Bay Club,Key Largo,Fish Kill,Monroe,40407,Species Unknown,4/4/2007,10095
Lake Odell,Orlando,Fish Kill,Orange,40407,Bass,4/4/2007,10096
Lake Odell,Orlando,Fish Kill,Orange,40407,Bass,4/4/2007,10097
Lake Odell,Orlando,Fish Kill,Orange,40407,"Largemouth Bass, Bluegill, Bream",4/4/2007,10098
Haverhill Road,West Palm Beach,Fish Kill,Palm Beach,40407,Species Unknown,4/4/2007,10099
5 Finger Lake,Miami Lakes,Fish Kill,Miami-Dade,40407,"Brim, Peacock Bass",4/4/2007,10100
Callers Address,Fruit Cove,Mortality - Bird,St. Johns,40507,Species Unknown,4/5/2007,10103
Callers Address,Fruit Cove,Mortality - Bird,St. Johns,40507,Species Unknown,4/5/2007,10105
Indian / Bananna Rivers,Cocoa Beach,Fish Kill,Brevard,40507,"Red Drum, Southern Puffer, Catfish, Trout",4/5/2007,10106
Crown Gate Dr.,Miami Lakes,Fish Kill,Miami-Dade,40507,"Species Unknown, Sunfish",4/5/2007,10107
Unknown Location,Eustis,Fish Kill,Lake,40607,"Brim, Bass",4/6/2007,10109
Lake Placid,Lake Placid,Fish Kill,Highlands,40607,"Bluegill, Shad, Red Ear, Bass, Crappie, Minnow",4/6/2007,10112
Old Farm Road,Tallahassee,Fish Kill,Leon,40607,Dead Bass,4/6/2007,10115
Bay Harbor Condos,Islamorada,Fish Kill,Monroe,40907,"Cow Fish, Trigger Fish, Tile Fish",4/9/2007,10116
Bay Harbor Condos,Islamorada,Fish Kill,Monroe,40907,"Cow Fish, Trigger Fish, Tile Fish",4/9/2007,10117
Tropicana Drive,Punta Gorda,Marine Mammal,Charlotte,40907,Manatee,4/9/2007,10118
Pluto & Rubicon Canals,Cape Coral,Marine Mammal,Lee,40907,Manatee,4/9/2007,10113
79th Street,Fellsmere,Fish Kill,Indian River,40907,"Bass, Catfish, Bluegill",4/9/2007,10114
Treasure Lane NE,St Petersburg,Other,Pinellas,41007,Not A Fish Kill,4/10/2007,10119
Dawley Street,Orlando,Fish Kill,Orange,41107,"Speckled Perch, Bluegill",4/11/2007,10120
NW 5th Ave.,Boca Raton,Fish Kill,Palm Beach,41207,Bream,4/12/2007,10121
Dr Phillips Shopping Center,Orlando,Fish Kill,Orange,41207,Koy,4/12/2007,10123
West 60th Street,Hialeah,Fish Kill,Miami-Dade,41207,Species Unknown,4/12/2007,10124
Monument Road,Jacksonville,Fish Kill,Duval,41207,"Bluegill, Bass, Carp",4/12/2007,10302
Lighthouse Beach,Sanibel,Mortality - Mollusca,Lee,41307,Clam,4/13/2007,10126
Lake Geraldine,Jacksonville,Fish Kill,Duval,51407,Species Unknown,4/14/2007,10197
Tomaka River Bridge,Ormond Beach,Abnormal Appearance,Volusia,41607,"Catfish, Jack Crevalle",4/16/2007,10127
Sundial Beach Resort,Fort Myers,Fish Kill,Lee,41607,Grouper,4/16/2007,10128
Lake Molly,De Land,Discolored Water,Volusia,41707,Algal Bloom,4/17/2007,10129
New River,Fort Lauderdale,Fish Kill,Broward,41707,Species Unknown,4/17/2007,10130
Hunters Run Circle,Grant,Fish Kill,Brevard,41807,"Bass, Brim",4/18/2007,10132
Lake Bonita,Palm Springs,Fish Kill,Palm Beach,42007,Brim,4/20/2007,10134
Lake Cypress,Windermere,Fish Kill,Orange,42307,Largemouth Bass,4/23/2007,10135
Lake Cypress,Windermere,Fish Kill,Orange,42307,Largemouth Bass,4/23/2007,10136
Sanibel,Sanibel,Mortality - Mollusca,Lee,42307,Scallop,4/23/2007,10138
Silver Lake,Flagler Beach,Fish Kill,Flagler,42607,Minnow,4/26/2007,10151
Harbor Isles,North Port,Fish Kill,Sarasota,42607,Mullet,4/26/2007,10152
Indialantic Beach,Indialantic,Abnormal Appearance,Brevard,42707,Whiting,4/27/2007,10144
Shadow Park Ponds,Orlando,Fish Kill,Orange,42807,Catfish,4/28/2007,10153
Mission Bay Neighborhood Lakes,Boca Raton,Fish Kill,Palm Beach,42807,"Catfish, Tilapia",4/28/2007,10141
Tangelo Retention Pond,Leesburg,Fish Kill,Lake,42907,Species Unknown,4/29/2007,10154
Sanford Marina,Sanford,Fish Kill,Seminole,43007,"Species Unknown, Bird Unknown",4/30/2007,10142
Sylvan Lake,Sanford,Fish Kill,Seminole,33007,Species Unknown,4/30/2007,10143
Lake Cypress,Windermere,Fish Kill,Orange,50107,Bass,5/1/2007,10147
Cordova Lakes,Bradenton,Fish Kill,Manatee,50107,"Bass, Bluegill, Carp",5/1/2007,10149
Lake Cypress,Windermere,Fish Kill,Orange,50107,Largemouth Bass,5/1/2007,10150
Cherie Down Park,Cape Canaveral,Fish Kill,Brevard,50307,Stingray,5/3/2007,10157
Cordova Lakes,Bradenton,Fish Kill,Manatee,50307,"Carp, Bluegill",5/3/2007,10158
Little Marsh Island - SJR,Jacksonville,Fish Kill,Duval,50307,"Red Drum, Croaker, Whiting, Spot, Species Unknown",5/3/2007,10159
Hernando Beach,Brooksville,Fish Kill,Hernando,50307,"Redfish, Snook, Snapper",5/3/2007,10160
Swallow Drive,Boynton Beach,Fish Kill,Palm Beach,50407,Species Unknown,5/4/2007,10161
SW Lennox St.,Port St. Lucie,Fish Kill,St. Lucie,50507,Largemouth Bass,5/5/2007,10162
SW Lennox St.,Port St. Lucie,Fish Kill,St. Lucie,50507,"Largemouth Bass, Bluegill, Species Unknown",5/5/2007,10163
Chadwick Court,Boynton Beach,Fish Kill,Palm Beach,50607,Species Unknown,5/6/2007,10165
Waterside Circle,Orlando,Fish Kill,Orange,50607,Species Unknown,5/6/2007,10166
Atlantic Off Jacksonville & St Augustine,Jacksonville,Discolored Water,Duval,50707,Algal Bloom,5/7/2007,10167
Lake Hancock,Bartow,Fish Kill,Polk,50707,"Catfish, Tilapia",5/7/2007,10168
Lazy Lakes Quarry,Marathon,Fish Kill,Monroe,50807,"Mojarra, Barracuda, Grunt, Sheepshead, Minnow",5/8/2007,10169
Twin Lakes Park,Sarasota,Discolored Water,Sarasota,50807,Algal Bloom,5/8/2007,10170
41st Street & 104th Avenue NW,Miami,Other Wildlife In Distress,Miami-Dade,50907,Duck,5/9/2007,10172
Lazy Lake Campground,Marathon,Fish Kill,Monroe,50907,"Barracuda, Mojarra, Grunt",5/9/2007,10173
Seminole Lakes,Clearwater,Fish Kill,Pinellas,50907,Species Unknown,5/9/2007,10174
Kissimmee River,Haines City,Fish Kill,Polk,50907,Largemouth Bass,5/9/2007,10175
Celebration Golf Course,Celebration,Turtle Mortality,Osceola,51007,FW Turtle,5/10/2007,10177
West Spruce Street,Tampa,Fish Kill,Hillsborough,51007,Species Unknown,5/10/2007,10178
Lazy Lakes,Summerland Key,Fish Kill,Monroe,51007,Species Unknown,5/10/2007,10179
North L Street,Pensacola,Fish Kill,Escambia,51007,Bluegill,5/10/2007,10180
Pine Breeze Dr.,Riverview,Fish Kill,Hillsborough,51107,"Species Unknown, Turtle, Otter",5/11/2007,10182
Stanford Road,Jacksonville,Fish Kill,Duval,51107,Species Unknown,5/11/2007,10183
Lakeshore Blvd.,Jacksonville,Fish Kill,Duval,51207,"Bream, Shiner, Catfish",5/12/2007,10184
Lantern Lane,Fort Myers,Fish Kill,Lee,51207,Largemouth Bass,5/12/2007,10185
Little Creek Lane - Tacito,Jacksonville,Fish Kill,Duval,51207,Bream,5/12/2007,10186
Cedar River Canal,Jacksonville,Fish Kill,Duval,51207,"Bream, Bass",5/12/2007,10187
Wright Basin - Blackwater River,Pace,Abnormal Appearance,Santa Rosa,51207,Largemouth Bass,5/12/2007,10188
Twin Brooks,Fort Myers,Fish Kill,Lee,51307,Species Unknown,5/13/2007,10189
Lake Geraldine,Jacksonville,Fish Kill,Duval,51307,Species Unknown,5/13/2007,10190
Eastern Lake,Santa Rosa Beach,Fish Kill,Walton,51307,"Red Snapper, Species Unknown",5/13/2007,10191
Tacito,Jacksonville,Fish Kill,Duval,51407,"Catfish, Bream, Bass",5/14/2007,10194
1 Mile N of Lake George,Georgetown,Fish Kill,Putnam,51407,Species Unknown,5/14/2007,10195
Tacito,Jacksonville,Fish Kill,Duval,51407,"Bream, Catfish, Bass",5/14/2007,10196
Stanford Road,Jacksonville,Fish Kill,Duval,51407,"Bass, Species Unknown",5/14/2007,10198
Ortega River Connect,Jacksonville,Fish Kill,Duval,51507,"Bream, Red Ear, Sunfish, Bass",5/15/2007,10199
St Johns River,Georgetown,Fish Kill,Putnam,51507,"Catfish, Bream",5/15/2007,10200
Unknown Location,Lady Lake,Fish Kill,Lake,51507,Species Unknown,5/15/2007,10202
"New Rose, Deep Bottom & Tacito Creeks",Jacksonville,Fish Kill,Duval,51507,"Largemouth Bass, Bream, Catfish",5/15/2007,10203
Wateroak St. - Ortega River,Jacksonville,Fish Kill,Duval,51507,Bream,5/15/2007,10205
MM 59,Marathon,Mortality - Crustacia,Monroe,51607,"Crab, Eel",5/16/2007,10207
Stanford Road,Jacksonville,Fish Kill,Duval,51607,Species Unknown,5/16/2007,10208
Double Tree Universal Hotel,Orlando,Fish Kill,Orange,51607,Species Unknown,5/16/2007,10209
Off Ortega River,Jacksonville,Fish Kill,Duval,51607,"Bream, Shiner, Bass",5/16/2007,10210
Off Ortega River,Jacksonville,Fish Kill,Duval,51707,"Largemouth Bass, Shiner, Gar, Bream",5/17/2007,10211
Lake Morvin Canal,Jacksonville,Fish Kill,Duval,51707,"Bream, Bass, Mullet",5/17/2007,10212
Lake Morvin Canal,Jacksonville,Fish Kill,Duval,51707,"Mullet, Largemouth Bass, Bluegill",5/17/2007,10213
Lake Morvin Canal,Jacksonville,Fish Kill,Duval,51707,"Bass, Bream",5/17/2007,10214
Timaguana River,Jacksonville,Fish Kill,Duval,51707,"Largemouth Bass, Bream, Red Breast",5/17/2007,10215
Ponce Inlet,Ponce Inlet,Abnormal Appearance,Volusia,51707,Jack Crevalle,5/17/2007,10216
Lake Morvin Canal,Jacksonville,Fish Kill,Duval,51707,"Bream, Bass",5/17/2007,10217
Off Ortega River,Jacksonville,Fish Kill,Duval,51707,"Bream, Bass",5/17/2007,10218
Ortega Island,Jacksonville,Fish Kill,Duval,51707,Species Unknown,5/17/2007,10220
Ortega Island,Jacksonville,Fish Kill,Duval,51707,Bream,5/17/2007,10221
Courtney Palms,Tampa,Abnormal Appearance,Hillsborough,51707,Largemouth Bass,5/17/2007,10222
Ortega Island,Jacksonville,Fish Kill,Duval,51807,Species Unknown,5/18/2007,10224
Ortega Island,Jacksonville,Fish Kill,Duval,51807,"Bass, Bream, Crappie",5/18/2007,10225
Unknown Location,De Bary,Fish Kill,Volusia,51907,Species Unknown,5/19/2007,10226
Julington Creek,Fruit Cove,Fish Kill,St. Johns,51907,Catfish,5/19/2007,10227
Brasington Dr.,De Bary,Fish Kill,Volusia,51907,Species Unknown,5/19/2007,10228
Ortega River,Jacksonville,Fish Kill,Duval,52107,"Bream, Bass",5/21/2007,10229
Primrose Lane,Clearwater,Fish Kill,Pinellas,52107,"Sunfish, Muscovy",5/21/2007,10230
Julington & Durbin Creek,Jacksonville,Fish Kill,Duval,52107,"Catfish, Shiner",5/21/2007,10231
W. Lake Butler Rd.,Windermere,Fish Kill,Orange,52207,Bass,5/22/2007,10232
Middleburg Development,Middleburg,Other,Clay,52207,"Frog, Tadpole",5/22/2007,10233
Goodbys Creek,Jacksonville,Fish Kill,Duval,52307,"Bream, Trout",5/23/2007,10234
Ortega River,Jacksonville,Fish Kill,Duval,52307,Bream,5/23/2007,10235
Lake Geraldine,Jacksonville,Fish Kill,Duval,52307,"Bass, Bream",5/23/2007,10236
IRL by Marina,Titusville,Fish Kill,Brevard,52407,Puffer,5/24/2007,10237
Hogan Street,Jacksonville,Fish Kill,Duval,52407,"Bream, Bass, Crappie",5/24/2007,10238
Jullington Creek,Jacksonville,Fish Kill,Duval,52507,"Blue Crab, Catfish, Bream, Bass",5/25/2007,10241
Tolmato River,St Augustine,Mortality - Crustacia,St. Johns,52507,Fiddler Crab,5/25/2007,10242
Ponte Vedra Beach,Ponte Vedra Beach,Mortality - Crustacia,St. Johns,52507,Fiddler Crab,5/25/2007,10243
IRL Near Marina,Oviedo,Fish Kill,Seminole,52507,Puffer,5/25/2007,10244
Off Hudson Ave.,Hudson Beach,Fish Kill,Pasco,52607,Shark,5/26/2007,10245
Off Hudson Ave.,Hudson Beach,Fish Kill,Pasco,52607,Shark,5/26/2007,10246
Off Hudson Ave.,Hudson Beach,Fish Kill,Pasco,52607,Shark,5/26/2007,10247
Doctors Inlet - SJR,Middleburg,Fish Kill,Clay,52607,Catfish,5/26/2007,10248
,Braden Castle,Fish Kill,Manatee,52707,Species Unknown,5/27/2007,10249
St Johns River Highway 44 Bridge,De Land,Fish Kill,Volusia,52807,Catfish,5/28/2007,10250
Lake Rouseau,New Port Richey,Fish Kill,Pasco,52807,"Catfish, Shad",5/28/2007,10251
Old Key Lime Home,Lantana,Mortality - Sea Turtle,Palm Beach,52907,Loggerhead Turtle,5/29/2007,10252
Tree Top Estates,Jacksonville,Fish Kill,Duval,52907,"Bass, Species Unknown",5/29/2007,10253
Lake Rousseau,Crystal River,Fish Kill,Citrus,52907,"Shad, Catfish",5/29/2007,10254
Amelia Pond,Windermere,Fish Kill,Orange,52907,Bream,5/29/2007,10255
Summer Trace Apts.,New Port Richey,Other Wildlife Mortalities,Pasco,53007,"FW Turtle, Crow",5/30/2007,10256
Lassing Park Beach,St Petersburg,Discolored Water,Pinellas,53007,Pollution Event,5/30/2007,10257
Lake Rousseau,Dunnellon,Fish Kill,Citrus,53107,"Shiner, Catfish",5/31/2007,10258
Lake Rousseau,Dunnellon,Fish Kill,Citrus,53107,"Shad, Catfish",5/31/2007,10259
Lake Rousseau,Dunnellon,Fish Kill,Citrus,53107,"Shiner, Catfish",5/31/2007,10260
Lake Rousseau,Dunnellon,Fish Kill,Citrus,53107,"Shiner, Catfish",5/31/2007,10261
Coquina Drive,Merritt Island,Fish Kill,Brevard,60107,Minnow,6/1/2007,10262
Lake Rousseau,Dunnellon,Fish Kill,Citrus,60107,"Shad, Tilapia, Catfish",6/1/2007,10263
Lake Rousseau,Dunnellon,Fish Kill,Citrus,60107,Species Unknown,6/1/2007,10264
Conestoga Drive,Land O' Lakes,Fish Kill,Pasco,60207,Perch,6/2/2007,10266
Conestoga Drive,Land O' Lakes,Fish Kill,Pasco,60207,Perch,6/2/2007,10267
147th Street East,Bradenton,Fish Kill,Manatee,60207,"Largemouth Bass, Tilapia",6/2/2007,10268
West 11th Court,Hialeah,Fish Kill,Miami-Dade,60307,Tilapia,6/3/2007,10269
Plumeria Place,Pensacola,Fish Kill,Escambia,60407,Species Unknown,6/4/2007,10270
SE 21st Court,Cape Coral,Fish Kill,Lee,60407,Species Unknown,6/4/2007,10271
Between Alligator & Brick Lake,St Cloud,Abnormal Appearance,Osceola,60407,Catfish,6/4/2007,10272
Julington Creek,Jacksonville,Fish Kill,Duval,60407,Species Unknown,6/4/2007,10273
Plumeria Place,Pensacola,Fish Kill,Escambia,60507,"Bass, Bream",6/5/2007,10274
Julington Creek,Jacksonville,Fish Kill,Duval,60507,Species Unknown,6/5/2007,10276
The Keys,Miami,Abnormal Appearance,Miami-Dade,60607,Mangrove Snapper,6/6/2007,10275
Malati Street,New Port Richey,Fish Kill,Pasco,60707,"Bluegill, Bass",6/7/2007,10277
Cat Cay Canal,Cape Coral,Fish Kill,Lee,60707,Largemouth Bass,6/7/2007,10278
Saturn Road,Brooksville,Fish Kill,Hernando,60807,"Carp, Bass, Minnow",6/8/2007,10280
Fountain Street,Port Charlotte,Fish Kill,Charlotte,60907,"Striped Mojarra, Red Drum, Blue Crab, Sheepshead, Trout",6/9/2007,10282
16 Ave. West,Bradenton,Fish Kill,Manatee,60907,Tilapia,6/9/2007,10283
SW Dauphin Avenue,Port St. Lucie,Fish Kill,St. Lucie,60907,Largemouth Bass,6/9/2007,10284
SW Dauphin Ave.,Port St. Lucie,Fish Kill,St. Lucie,60907,Species Unknown,6/9/2007,10285
Rye Bridge,Bradenton,Fish Kill,Manatee,60907,"Bass, Catfish, Bluegill, Snook, Mullet",6/9/2007,10286
SW Dolphin Road,Port St. Lucie,Fish Kill,St. Lucie,60907,"Bass, Bluegill",6/9/2007,10287
Naples Wal-Mart,Naples,Fish Kill,Collier,60907,Species Unknown,6/9/2007,10288
Rye Bridge,Bradenton,Fish Kill,Manatee,60907,"Catfish, Snook, Bass, Alligator",6/9/2007,10289
Bayshore Waterway,Port Charlotte,Fish Kill,Charlotte,61007,"Striped Mojarra, Pinfish, Flounder, Bluecrab",6/10/2007,10290
Lake Glenda,Avon Park,Fish Kill,Highlands,61007,Largemouth Bass,6/10/2007,10291
Newnan's Lake - SE CR 2082,Hawthorne,Fish Kill,Alachua,61007,"Largemouth Bass, Blue Crab, Bluegill, Bream, Catfish, Jack Crevalle",6/10/2007,10292
Lake Rousseau,Inglis,Fish Kill,Citrus,61107,Catfish,6/11/2007,10293
Rye Bridge,Bradenton,Fish Kill,Manatee,61107,"Snook, Catfish, Mullet, Red Drum, Bass, Bluegill",6/11/2007,10294
Clearwater Bay,Clearwater,Discolored Water,Pinellas,61107,Not A fish Kill,6/11/2007,10295
Sand Key,Clearwater Beach,Discolored Water,Pinellas,61107,Not A fish Kill,6/11/2007,10296
Oak Harbor Boat Ramp,Jacksonville,Fish Kill,Duval,61107,"Tarpon, Hammerhead Shark",6/11/2007,10298
Cedar Creek,Astor,Fish Kill,Lake,61107,"Catfish, Bream",6/11/2007,10299
Rye Bridge,Bradenton,Fish Kill,Manatee,61107,Species Unknown,6/11/2007,10300
Palma Sola Bay,Bradenton,Fish Kill,Manatee,61307,Snook,6/13/2007,10305
Oaks Blvd.,Bradenton,Fish Kill,Manatee,61307,"Bass, Bream",6/13/2007,10306
Highland Beach,Highland Beach,Fish Kill,Palm Beach,61307,Species Unknown,6/13/2007,10307
Saddle Creek Park,Lakeland,Fish Kill,Polk,61307,"Perch, Bass",6/13/2007,10308
TECO Discharge Canal,Apollo Beach,Fish Kill,Hillsborough,61407,Species Unknown,6/14/2007,10309
Highland Beach,Highland Beach,Fish Kill,Palm Beach,61407,Red Snapper,6/14/2007,10310
Clearview Drive,Port Charlotte,Fish Kill,Charlotte,61407,Mullet,6/14/2007,10311
Hudson Beach,Hudson,Fish Kill,Pasco,61407,Species Unknown,6/14/2007,10312
Villages,Lady Lake,Fish Kill,Lake,61407,Species Unknown,6/14/2007,10313
Highland Beach,Highland Beach,Fish Kill,Palm Beach,61407,Red Snapper,6/14/2007,10314
Lake Louisa,Clermont,Fish Kill,Lake,61407,Catfish,6/14/2007,10315
Bay Drive,Sebastian,Fish Kill,Indian River,61507,Bass,6/15/2007,10316
St Pete Beach,St Petersburg,Mortality - Crustacia,Pinellas,61507,Sea Urchin,6/15/2007,10320
Seagrove,St Augustine,Fish Kill,St. Johns,61707,Minnow,6/17/2007,10319
Lake Louisa,Clermont,Fish Kill,Lake,61807,Catfish,6/18/2007,10321
Seagrove,St Augustine,Fish Kill,St. Johns,61807,Species Unknown,6/18/2007,10322
Seagrove,St Augustine,Fish Kill,St. Johns,61807,Species Unknown,6/18/2007,10323
Frank Morgan Road,Greenville,Fish Kill,Madison,61907,Minnow,6/19/2007,10325
Cocoa Beach,Cocoa Beach,Fish Kill,Brevard,61907,Hammerhead Shark,6/19/2007,10326
Frank Morgan Road,Greenville,Fish Kill,Madison,62007,Minnow,6/20/2007,10327
Pilot House Marina,Miami Beach,Fish Kill,Miami-Dade,62007,Caribbean Reef Shark,6/20/2007,10328
Suwannee River,O'Brien,Fish Kill,Suwannee,62007,Catfish,6/20/2007,10329
Cocoa Beach,Cocoa Beach,Mortality - Sea Turtle,Brevard,62007,"Loggerhead Turtle, Crab, Bird",6/20/2007,10334
Suwannee River,O'Brien,Fish Kill,Suwannee,62207,Catfish,6/22/2007,10330
1 Mile Off West Palm Beach,West Palm Beach,Fish Kill,Palm Beach,62307,Goliath Grouper,6/23/2007,10331
Cape Canaveral Port Authority,Cape Canaveral,Fish Kill,Brevard,62307,Species Unknown,6/23/2007,10332
TECO Discharge Canal,Apollo Beach,Fish Kill,Hillsborough,62307,Species Unknown,6/23/2007,10335
St Johns River,Astor,Fish Kill,Lake,62407,Bullhead Catfish,6/24/2007,10333
Beasley Park,Fort Walton Beach,Fish Kill,Okaloosa,62507,Species Unknown,6/25/2007,10338
Fountain Street,Port Charlotte,Fish Kill,Charlotte,62507,Species Unknown,6/25/2007,10339
Lake Glenda,Avon Park,Fish Kill,Highlands,62507,Species Unknown,6/25/2007,10341
John's Pass Beach,Treasure Island,Other,Pinellas,62607,Sea Urchin,6/26/2007,10342
8th Hole North Course,Sun City Center,Fish Kill,Hillsborough,62607,Species Unknown,6/26/2007,10343
Unknown Location,Umatilla,Fish Kill,Marion,62707,Species Unknown,6/27/2007,10346
Gillot Road,Big Pine Key,Fish Kill,Monroe,62707,"Snapper, Minnow",6/27/2007,10347
Eugene Road,Big Pine Key,Fish Kill,Monroe,62707,Minnow,6/27/2007,10348
Shark Tank,Summerland Key,Abnormal Appearance,Monroe,62707,Lemon Shark,6/27/2007,10360
Sebastian Inlet,Sebastian,Fish Kill,Indian River,62707,Atlantic Croakers,6/27/2007,10352
Lake Monroe,Sanford,Fish Kill,Seminole,62807,Species Unknown,6/28/2007,10353
Diane Road,Big Pine Key,Fish Kill,Monroe,62807,Species Unknown,6/28/2007,10349
Ft Walton Beach,Fort Walton Beach,Fish Kill,Okaloosa,62807,Menhaden or Shad,6/28/2007,10350
George Road,Big Pine Key,Fish Kill,Monroe,62807,Minnow,6/28/2007,10351
St Johns River,Unknown,Fish Kill,St. Johns,62907,"Catfish, Garfish, Duck",6/29/2007,10354
Ponte Vedra Blvd.,Ponte Vedra Beach,Fish Kill,St. Johns,62907,"Minnow, Species Unknown",6/29/2007,10355
Private Ranch,Sarasota,Other,Sarasota,62907,Cattle,6/29/2007,10356
Magnolia Point Golf & Country Club,Green Cove Springs,Fish Kill,Clay,63007,Species Unknown,6/30/2007,10358
33710,Seminole,Fish Kill,Pinellas,63007,"Bass, Brim, Tilapia",6/30/2007,10361
Lake Vedra,Ponte Vedra Beach,Fish Kill,St. Johns,63007,Species Unknown,6/30/2007,10362
Lake Vedra,Ponte Vedra Beach,Fish Kill,St. Johns,63007,"Catfish, Species Unknown",6/30/2007,10363
Lake Vedra,Ponte Vedra Beach,Fish Kill,St. Johns,63007,Species Unknown,6/30/2007,10364
Ethan Pines,Big Pine Key,Fish Kill,Monroe,70107,Mangrove Snapper,7/1/2007,10365
